DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,dayid,compnumber
2009-07-11,2.5,8.4,0,0,25.6,17.2,210,240,5.8,9.4,1056,1460
2009-07-12,2.2,0.5,0,0,27.2,17.8,290,310,5.8,9.4,1057,1244
2009-07-13,1.4,0,0,0,26.1,16.1,160,150,5.4,8,1058,1314
2009-07-14,2.2,0,0,0,26.1,16.1,280,270,7.2,9.8,1059,1466
2009-07-15,1.6,0,0,0,27.8,17.2,260,240,6.3,9.4,1060,1570
2009-07-16,2.2,0,0,0,28.9,21.1,210,230,6.3,10.3,1061,1505
2009-07-17,1.9,5.3,0,0,30,20,160,160,5.4,7.2,1062,1552
2009-07-18,2.9,0.5,0,0,28.3,20,250,260,6.3,8.9,1063,1550
2009-07-19,2.1,0,0,0,27.2,17.8,230,210,5.8,7.6,1064,1427
2009-07-20,2,0,0,0,27.2,19.4,170,170,4.5,6.7,1065,1451
2009-07-21,2.8,29,0,0,21.7,17.8,60,60,6.7,9.8,1066,1376
2009-07-22,1.3,0,0,0,27.8,17.8,170,190,4.5,6.7,1067,1507
2009-07-23,3.4,9.9,0,0,25,17.8,60,80,9.4,13.4,1068,1363
2009-07-24,2.1,0.5,0,0,25.6,17.2,160,160,4,6.7,1069,1529
2009-07-25,2.2,0,0,0,28.3,18.9,150,170,5.8,8.9,1070,1453
2009-07-26,2.1,36.1,0,0,28.9,19.4,230,230,6.3,10.3,1071,1322
2009-07-27,1.7,15.2,0,0,28.3,20,200,160,5.4,8,1072,1364
2009-07-28,1.3,0,0,0,29.4,21.7,170,180,5.4,8.9,1073,1558
2009-07-29,2.2,38.6,0,0,28.3,21.1,210,220,8,13.4,1074,1384
2009-07-30,2.4,0,0,0,29.4,22.2,250,250,4.5,7.2,1075,1480
2009-07-31,2.1,18,0,0,29.4,19.4,240,330,6.7,10.7,1076,1490
2009-08-01,1.9,0,0,0,28.3,18.3,170,160,4,6.7,1077,1850
2009-08-02,2.4,26.7,0,0,23.3,19.4,150,160,5.4,7.2,1078,1322
2009-08-03,1,0,0,0,28.9,21.1,260,270,4.5,7.2,1079,1316
2009-08-04,1.9,0,0,0,28.3,20,230,200,5.4,7.6,1080,1554
2009-08-05,1.8,0,0,0,29.4,22.8,290,290,5.8,7.6,1081,1562
2009-08-06,1.3,0,0,0,25,18.9,260,350,4,5.8,1082,1528
2009-08-07,2.2,0,0,0,26.1,17.8,350,340,6.7,10.3,1083,1649
2009-08-08,2.1,0,0,0,25.6,17.2,40,30,4.5,6.3,1084,1480
2009-08-09,1.5,0.3,0,0,26.1,21.1,160,240,4,5.8,1085,1387
2009-08-10,2.7,13.2,0,0,32.8,20,340,320,7.6,11.2,1086,1374
2009-08-11,2.1,0,0,0,30.6,24.4,290,290,5.4,7.2,1087,1452
2009-08-12,2.9,0,0,0,26.1,21.7,50,70,6.7,9.4,1088,1517
2009-08-13,2.6,0.5,0,0,22.2,20,50,60,7.2,9.8,1089,1555
2009-08-14,1.2,0,0,0,30,19.4,170,180,4,5.8,1090,1618
2009-08-15,1.4,0,0,0,31.1,21.1,220,170,4.5,6.7,1091,1618
2009-08-16,1.5,0,0,0,32.8,22.8,240,170,4.5,6.3,1092,1340
2009-08-17,1.7,0,0,0,33.3,23.9,250,280,4,5.8,1093,1439
2009-08-18,2.2,16.3,0,0,32.2,20,270,270,11.2,17.9,1094,1446
2009-08-19,1.8,0,0,0,32.2,21.7,230,230,4.5,6.7,1095,1498
2009-08-20,1.4,0,0,0,31.7,23.9,210,170,4.5,6.7,1096,1634
2009-08-21,2.2,3.3,0,0,31.7,22.2,300,270,7.2,10.7,1097,1512
2009-08-22,1.3,18.8,0,0,27.2,21.1,260,250,6.7,11.2,1098,1479
2009-08-23,0.8,0.5,0,0,28.9,22.8,160,160,4.5,6.3,1099,1366
2009-08-24,1.4,0,0,0,27.8,20.6,340,290,4,5.8,1100,1375
2009-08-25,1.5,0,0,0,28.3,20.6,240,240,4.5,6.7,1101,1549
2009-08-26,2.5,0.8,0,0,29.4,21.1,270,280,6.7,9.4,1102,1562
2009-08-27,1.6,0,0,0,25.6,19.4,250,60,3.6,5.4,1103,1569
2009-08-28,2.6,13,0,0,22.2,17.8,50,80,6.3,8,1104,1428
2009-08-29,2.4,14,0,0,22.2,19.4,70,60,6.3,7.6,1105,1426
2009-08-30,2.4,0,0,0,27.2,18.9,280,300,5.8,7.6,1106,1306
2009-08-31,2.2,0,0,0,22.2,16.7,40,30,5.8,7.6,1107,1347
2009-09-01,1.7,0,0,0,23.3,13.9,50,30,6.3,7.6,1108,1817
2009-09-02,1,0,0,0,25,13.9,40,40,4,6.3,1109,1492
2009-09-03,1.6,0,0,0,25.6,16.1,50,40,5.8,6.7,1110,1383
2009-09-04,1.8,0,0,0,28.3,16.7,40,70,6.3,8,1111,1587
2009-09-05,1.6,0,0,0,28.9,20.6,50,70,4,6.7,1112,1549
2009-09-06,4,0,0,0,23.9,17.2,50,40,7.6,11.6,1113,1341
2009-09-07,1.8,0,0,0,23.3,15.6,60,70,5.8,7.2,1114,1251
2009-09-08,0.8,0,0,0,23.3,16.7,70,70,4.5,6.7,1115,1419
2009-09-09,3.7,0,0,0,24.4,17.2,60,60,9.8,12.5,1116,1447
2009-09-10,5.6,0,0,0,20,15.6,60,60,11.2,16.1,1117,1456
2009-09-11,6.1,21.3,0,0,18.9,13.3,60,50,12.5,17,1118,1327
2009-09-12,2.3,0.8,0,0,19.4,17.2,60,60,6.3,7.6,1119,1468
2009-09-13,1.9,0,0,0,26.1,17.8,340,300,5.4,6.7,1120,1341
2009-09-14,2.2,0,0,0,24.4,16.1,270,280,5.4,7.6,1121,1331
2009-09-15,1.8,0,0,0,25.6,17.2,280,280,4.5,7.2,1122,1538
2009-09-16,4.6,0,0,0,21.1,17.2,50,60,8.9,11.2,1123,1535
2009-09-17,2.6,0.3,0,0,17.2,12.8,50,60,7.2,9.4,1124,1585
2009-09-18,2.6,0,0,0,23.3,13.3,270,250,5.8,8,1125,1691
2009-09-19,1.7,0,0,0,21.1,11.7,330,340,4.5,7.2,1126,1438
2009-09-20,1.6,0,0,0,22.8,12.2,170,200,4,6.3,1127,1280
2009-09-21,1.8,0,0,0,23.9,13.9,170,180,4.5,6.7,1128,1434
2009-09-22,1.3,0,0,0,22.8,17.8,170,170,4.5,6.7,1129,1465
2009-09-23,2.5,0,0,0,26.7,20.6,210,220,5.4,7.6,1130,1517
2009-09-24,2.1,0.8,0,0,27.8,18.9,290,230,5.4,8,1131,1541
2009-09-25,3.3,0,0,0,20.6,13.3,40,30,8,11.6,1132,1608
2009-09-26,2.9,3.6,0,0,19.4,12.2,80,150,5.8,7.6,1133,1395
2009-09-27,2.1,26.2,0,0,20,15,250,210,6.3,9.4,1134,1272
2009-09-28,2.9,4.6,0,0,22.2,14.4,240,260,7.6,11.6,1135,1255
2009-09-29,3.2,0,0,0,18.9,12.2,230,250,8,12.5,1136,1355
2009-09-30,3.5,0,0,0,15.6,9.4,270,260,7.2,10.7,1137,1451
2009-10-01,2.2,0,0,0,12.8,8.3,270,290,5.4,7.2,1138,1749
2009-10-02,2.1,1.5,0,0,17.8,8.3,140,160,6.3,9.8,1139,1618
2009-10-03,1.3,7.4,0,0,21.1,17.2,140,120,4.5,5.8,1140,1510
2009-10-04,1.9,0,0,0,23.3,13.9,270,270,5.8,8,1141,1373
2009-10-05,3.2,0,0,0,19.4,11.7,280,310,6.3,9.4,1142,1386
2009-10-06,2,0,0,0,18.9,10,170,160,5.4,7.2,1143,1510
2009-10-07,4.9,4.1,0,0,20.6,13.9,280,280,13,19.7,1144,1425
2009-10-08,2.6,0,0,0,17.2,11.1,270,260,6.3,10.3,1145,1519
2009-10-09,1.8,0.8,0,0,20.6,15,230,230,5.8,8,1146,1570
2009-10-10,2.2,0,0,0,18.9,10,300,280,8,12.5,1147,1518
2009-10-11,2.5,0,0,0,17.8,7.8,270,280,6.3,8,1148,1269
2009-10-12,1.2,0,0,0,11.7,6.1,50,70,5.4,7.6,1149,1161
2009-10-13,2.7,0,0,0,17.8,7.8,290,270,7.6,13.4,1150,1437
2009-10-14,1.3,0,0,0,11.7,5,280,80,5.8,7.2,1151,1447
2009-10-15,5.1,15,0,0,8.3,2.8,50,40,9.4,13,1152,1353
2009-10-16,4.1,1.3,0,0,7.8,2.8,60,60,8,10.7,1153,1473
2009-10-17,4.2,0.8,0,0,8.9,5.6,50,60,7.6,11.2,1154,1422
2009-10-18,4,7.4,0,0,7.2,5,50,20,7.6,12.5,1155,1120
2009-10-19,1.7,0,0,0,12.8,2.8,40,60,5.4,7.6,1156,1241
2009-10-20,1.7,0,0,0,18.3,7.2,260,230,4,6.3,1157,1481
2009-10-21,0.5,0,0,0,20,11.1,50,50,3.1,4,1158,1623
2009-10-22,2.8,0,0,0,23.3,12.2,230,260,5.8,7.6,1159,1544
2009-10-23,4,4.8,0,0,17.8,9.4,50,60,7.6,10.7,1160,1659
2009-10-24,3,46,0,0,18.3,11.7,270,230,6.3,9.4,1161,1350
2009-10-25,2.7,0,0,0,16.7,10.6,290,300,6.3,9.4,1162,1315
2009-10-26,2,0,0,0,15.6,7.8,50,30,6.7,9.4,1163,1350
2009-10-27,3.1,15.7,0,0,12.8,10,70,60,6.7,9.8,1164,1374
2009-10-28,3.9,32.8,0,0,13.9,10.6,70,60,7.6,10.3,1165,1326
2009-10-29,2.4,0,0,0,13.9,9.4,50,50,6.3,9.8,1166,1432
2009-10-30,2.5,0,0,0,15,11.1,160,160,4.5,8,1167,1642
2009-10-31,3.1,4.3,0,0,21.7,12.8,260,270,8,12.5,1168,1539
2009-11-01,2.6,0.3,0,0,14.4,9.4,50,40,6.3,8,1169,1648
2009-11-02,3.7,0,0,0,12.8,7.8,50,60,8.9,11.2,1170,1415
2009-11-03,2.1,0,0,0,15.6,6.1,340,330,7.2,10.7,1171,1329
2009-11-04,2.2,0,0,0,11.1,5,300,280,5.8,8,1172,1430
2009-11-05,2,0,0,0,11.7,5.6,290,280,7.2,10.3,1173,1432
2009-11-06,3.2,0,0,0,10,2.8,290,290,7.6,11.6,1174,1508
2009-11-07,2.2,0,0,0,11.7,1.7,240,190,5.8,8.9,1175,1401
2009-11-08,1.1,0,0,0,20.6,8.3,220,220,5.8,8,1176,1273
2009-11-09,1.8,0,0,0,19.4,9.4,230,240,5.8,8,1177,1361
2009-11-10,2.1,0,0,0,18.3,13.3,40,30,5.4,7.6,1178,1547
2009-11-11,4.9,0,0,0,13.9,8.9,60,60,9.4,13,1179,1378
2009-11-12,6.4,1.8,0,0,10,7.2,50,60,10.3,14.3,1180,1321
2009-11-13,7,1,0,0,12.8,8.9,50,60,11.6,17.4,1181,1512
2009-11-14,3,12.4,0,0,13.9,11.1,50,30,7.6,10.3,1182,1317
2009-11-15,1.5,0.5,0,0,18.9,12.2,290,310,4,5.8,1183,1349
2009-11-16,2.3,0,0,0,15,9.4,40,40,6.3,8.9,1184,1400
2009-11-17,3.3,0,0,0,12.8,7.8,50,30,7.2,9.8,1185,1520
2009-11-18,3.3,0,0,0,11.7,5.6,60,50,6.3,7.6,1186,1484
2009-11-19,2.8,4.6,0,0,15,8.3,50,60,5.8,7.6,1187,1481
2009-11-20,3.1,12.7,0,0,16.1,8.9,300,290,6.7,10.7,1188,1753
2009-11-21,2.1,0,0,0,13.9,7.8,350,250,4.5,7.2,1189,1441
2009-11-22,3.1,0,0,0,12.8,7.2,80,80,7.6,9.8,1190,1199
2009-11-23,5,0,0,0,10,6.7,50,70,9.8,12.5,1191,1317
2009-11-24,3.3,0,0,0,14.4,8.9,50,40,7.6,10.7,1192,1393
2009-11-25,2.4,0.8,0,0,10.6,9.4,60,60,5.8,7.2,1193,1491
2009-11-26,2.1,0,0,0,13.9,10,40,70,5.8,7.6,1194,881
2009-11-27,4.3,0,0,0,10,6.1,270,270,9.4,16.1,1195,1405
2009-11-28,5.1,0,0,0,10,5.6,270,270,9.4,15.6,1196,1320
2009-11-29,2.3,0,0,0,15,3.9,220,210,6.7,9.8,1197,1189
2009-11-30,3.1,6.9,0,0,13.9,4.4,230,220,8,11.6,1198,1196
2009-12-01,3.2,0,0,0,8.3,1.7,260,270,7.6,10.7,1199,1680
2009-12-02,2.2,11.4,0,0,13.3,5,140,140,7.2,11.2,1200,1471
2009-12-03,4.4,18.5,0,0,18.9,9.4,140,260,9.4,15.6,1201,1424
2009-12-04,2.4,0,0,0,11.1,6.7,270,290,5.4,6.7,1202,1525
2009-12-05,3.3,16.3,0,0,7.2,0.6,330,310,7.2,10.7,1203,1319
2009-12-06,3.2,0,0,0,3.3,0.6,290,290,7.2,10.3,1204,1151
2009-12-07,2,0,0,0,3.9,0,270,270,5.8,8,1205,1292
2009-12-08,3.3,0,0,0,6.7,1.1,290,260,6.3,8.9,1206,1367
2009-12-09,3.7,37.6,0,0,11.7,0.6,80,60,8.9,13.4,1207,1351
2009-12-10,5.5,0,0,0,7.8,-2.8,270,280,10.3,15.6,1208,1363
2009-12-11,5.7,0,0,0,-1.7,-6.1,280,250,10.7,16.1,1209,1436
2009-12-12,3.4,0,0,0,2.8,-3.9,300,320,7.6,10.3,1210,1372
2009-12-13,2.7,24.1,0,0,11.1,1.1,140,170,7.2,9.8,1211,1114
2009-12-14,2.4,0,0,0,7.8,4.4,180,310,6.3,10.3,1212,1270
2009-12-15,3.1,0,0,0,11.1,5.6,270,260,8.9,11.6,1213,1474
2009-12-16,4.9,0,0,0,5.6,-2.2,300,300,7.6,15.6,1214,1388
2009-12-17,5.1,0,0,0,-0.6,-6.7,290,300,9.8,14.3,1215,1230
2009-12-18,2.4,0,0,0,-1.1,-8.9,340,350,6.3,7.6,1216,1384
2009-12-19,4.8,15.5,231,0,-1.1,-6.1,350,350,9.4,13.9,1217,1092
2009-12-20,4.4,3.3,46,254,1.1,-6.1,290,310,9.4,14.8,1218,928
2009-12-21,4.8,0,0,178,2.2,-2.2,300,290,9.8,15.6,1219,1074
2009-12-22,4.1,0,0,178,2.2,-5,300,300,9.8,13,1220,1294
2009-12-23,4.3,0,0,127,-1.1,-6.7,290,290,7.6,11.2,1221,1279
2009-12-24,2.5,0,0,102,3.9,-4.4,30,30,6.7,11.6,1222,1062
2009-12-25,4.2,6.1,0,51,3.3,0.6,70,60,8.9,13.4,1223,857
2009-12-26,5.5,37.6,0,0,12.2,2.8,70,80,9.4,13.4,1224,1050
2009-12-27,3.4,8.4,0,0,12.8,4.4,140,130,7.2,13,1225,1185
2009-12-28,4,0,0,0,6.1,-1.1,270,270,8,13,1226,1201
2009-12-29,6.4,0,0,0,-0.6,-8.9,290,300,13,17.9,1227,1180
2009-12-30,2.6,0,0,0,0,-7.2,300,310,6.3,9.8,1228,1348
2009-12-31,1.6,5.8,38,0,1.7,-1.7,240,250,5.8,7.6,1229,1144
2010-01-01,1.5,0.8,0,0,4.4,0.6,290,260,7.2,9.8,1230,2469
2010-01-02,5.6,0.5,5,0,1.1,-8.3,270,280,9.8,15.6,1231,1179
2010-01-03,6.4,0,0,0,-5.6,-8.3,290,310,11.6,17.4,1232,1048
2010-01-04,4.8,0,0,0,-1.1,-7.2,290,280,7.6,10.7,1233,1219
2010-01-05,4.4,0,0,0,-1.1,-6.7,290,270,7.6,10.7,1234,1353
2010-01-06,4.3,0,0,0,1.1,-3.3,290,310,8.9,13.4,1235,1431
2010-01-07,3.9,0,0,0,2.8,-1.1,290,310,7.2,9.8,1236,1541
2010-01-08,3.4,1.3,15,0,0.6,-5,290,290,9.8,13.4,1237,1496
2010-01-09,3.9,0,0,0,-1.1,-7.8,300,300,7.6,10.7,1238,1300
2010-01-10,3.1,0,0,0,-2.2,-10,290,300,5.8,7.6,1239,1217
2010-01-11,3.2,0,0,0,-0.6,-6.1,270,250,6.3,7.6,1240,1225
2010-01-12,4.2,0,0,0,1.7,-4.4,290,310,8,12.5,1241,1344
2010-01-13,3.6,0,0,0,1.7,-4.4,290,300,7.6,11.2,1242,1410
2010-01-14,1.5,0,0,0,5.6,-1.1,240,230,5.4,7.6,1243,1505
2010-01-15,3.5,0,0,0,10,1.7,290,300,7.2,9.8,1244,1787
2010-01-16,2.9,0,0,0,9.4,3.3,270,250,6.3,8.9,1245,1453
2010-01-17,1.7,14.5,0,0,7.8,1.7,70,50,6.7,8.9,1246,1224
2010-01-18,0,1.3,0,0,10,2.8,340,0,5.8,0,1247,1219
2010-01-19,0,0,0,0,8.9,4.4,270,270,5.8,7.2,1248,1472
2010-01-20,2.8,0,0,0,5,1.1,290,300,6.3,10.3,1249,1510
2010-01-21,1.4,0,0,0,5,-0.6,40,60,5.4,6.3,1250,1479
2010-01-22,2.9,0,0,0,6.7,0,40,30,6.3,8.9,1251,1654
2010-01-23,1.4,0,0,0,4.4,-2.2,40,40,5.4,6.7,1252,1463
2010-01-24,1.1,0.5,0,0,10,0,80,70,4.5,6.3,1253,1192
2010-01-25,0,31.8,0,0,13.9,9.4,150,180,7.2,11.6,1254,1192
2010-01-26,3.9,0,0,0,9.4,1.7,270,280,8.9,11.6,1255,1383
2010-01-27,3.1,0,0,0,3.9,-0.6,270,270,7.2,8.9,1256,1393
2010-01-28,3.8,2.3,33,0,5.6,-6.7,290,290,11.2,17.4,1257,1281
2010-01-29,5.2,0,0,0,-5,-8.9,300,300,10.3,14.3,1258,1366
2010-01-30,4,0,0,0,-6.7,-10.6,280,290,7.6,11.6,1259,1204
2010-01-31,2.8,0,0,0,-1.1,-10,230,270,5.4,8,1260,1049
2010-02-01,3.6,0,0,0,1.7,-3.9,270,290,7.2,10.3,1261,1488
2010-02-02,1.9,0.8,20,0,0.6,-2.8,330,230,4.5,6.7,1262,1378
2010-02-03,2.3,1.5,5,25,3.9,-1.7,290,290,7.2,10.7,1263,1397
2010-02-04,4,0,0,0,2.8,-2.2,300,300,7.6,11.6,1264,1336
2010-02-05,2.1,0,0,0,2.2,-1.7,60,50,7.6,10.3,1265,1566
2010-02-06,6.1,0,0,0,0.6,-6.7,60,50,13,16.5,1266,1252
2010-02-07,4.5,0,0,0,1.1,-8.3,290,280,7.6,11.2,1267,1065
2010-02-08,4.4,0,0,0,2.8,-5,300,310,8,11.2,1268,1089
2010-02-09,2.3,0,0,0,5.6,-2.2,250,260,5.8,7.6,1269,1226
2010-02-10,5.5,33.8,254,51,1.1,-1.1,40,310,10.7,14.8,1270,843
2010-02-11,5.3,0,0,254,2.8,-2.2,290,290,9.4,14.3,1271,1100
2010-02-12,3.7,0,0,203,2.8,-3.3,290,310,6.7,9.8,1272,1404
2010-02-13,3.9,0,0,203,0,-4.4,280,260,8,13,1273,1275
2010-02-14,4.1,0,0,203,3.9,-2.2,270,280,8,11.6,1274,1032
2010-02-15,3.1,0.3,0,178,4.4,-2.8,250,230,6.7,9.8,1275,1019
2010-02-16,2.5,10.9,127,152,0.6,-1.7,270,270,5.8,8.9,1276,1044
2010-02-17,3.6,0,0,254,1.7,-3.3,270,270,6.7,9.4,1277,1219
2010-02-18,4.5,0,0,203,4.4,0,300,270,8,11.6,1278,1328
2010-02-19,5.1,0,0,152,6.1,1.7,270,270,10.3,15.6,1279,1350
2010-02-20,3.6,0,0,102,6.7,1.7,300,280,7.6,11.6,1280,1471
2010-02-21,4.3,0,0,76,7.8,0.6,290,300,7.6,13.4,1281,1180
2010-02-22,2.7,0.8,0,0,7.2,-1.7,100,50,6.3,9.4,1282,1198
2010-02-23,6.3,30.5,0,0,3.3,1.7,60,60,11.6,17.9,1283,1234
2010-02-24,3.5,10.7,0,0,5.6,2.2,50,30,10.7,14.3,1284,1374
2010-02-25,1.5,50.8,239,0,3.3,-2.8,270,280,6.7,8.9,1285,1098
2010-02-26,3.1,29.7,292,356,0.6,-3.3,290,300,3.6,5.4,1286,933
2010-02-27,2,0.3,0,533,3.3,-1.7,240,240,5.4,6.7,1287,1247
2010-02-28,1.7,0,0,381,4.4,0.6,270,290,5.4,8,1288,1059
2010-03-01,4.4,0,0,279,8.9,2.2,290,300,9.4,13.4,1289,1583
2010-03-02,2.4,0.3,0,178,8.3,2.2,50,60,6.3,8,1290,1346
2010-03-03,4.7,1.8,0,102,5,1.1,40,30,9.4,14.8,1291,1456
2010-03-04,3.5,0,0,0,8.3,1.7,30,30,7.6,10.7,1292,1462
2010-03-05,3.4,0,0,0,9.4,1.1,360,70,6.3,10.3,1293,1607
2010-03-06,3.2,0,0,0,12.2,0,280,300,6.3,9.8,1294,1443
2010-03-07,3.2,0,0,0,13.9,2.8,310,310,7.2,8.9,1295,1252
2010-03-08,3.2,0,0,0,16.1,5,270,280,7.6,10.3,1296,1333
2010-03-09,2,0,0,0,16.1,6.7,280,330,6.7,8,1297,1427
2010-03-10,2.2,0,0,0,13.9,6.7,50,60,5.4,6.7,1298,1560
2010-03-11,4,0,0,0,11.7,5.6,40,60,8,10.3,1299,1415
2010-03-12,6.2,5.3,0,0,6.1,3.9,50,70,11.2,18.3,1300,1449
2010-03-13,10.2,98,0,0,7.8,3.3,60,60,16.5,23.7,1301,1049
2010-03-14,6.1,6.1,0,0,10,6.1,50,60,13.4,19.2,1302,1090
2010-03-15,5.2,8.4,0,0,7.8,5,30,40,10.3,14.3,1303,1284
2010-03-16,3.4,0,0,0,17.2,5,30,60,8,13.4,1304,1449
2010-03-17,1.1,0,0,0,18.9,6.1,250,270,5.4,5.8,1305,1515
2010-03-18,1.5,0,0,0,20.6,10,270,260,5.8,7.2,1306,1469
2010-03-19,1.5,0,0,0,22.2,9.4,220,150,5.8,7.2,1307,1568
2010-03-20,2.2,0,0,0,23.3,12.2,240,230,6.7,9.4,1308,1468
2010-03-21,2.9,0,0,0,17.8,10.6,70,60,6.7,10.3,1309,1301
2010-03-22,2.5,34,0,0,13.9,10,140,140,6.3,9.4,1310,1147
2010-03-23,2.7,2.8,0,0,11.7,7.2,280,290,8,12.5,1311,1413
2010-03-24,5.2,0,0,0,15.6,6.1,290,280,9.8,14.8,1312,1507
2010-03-25,1.9,0,0,0,16.7,8.9,220,210,6.3,9.4,1313,1500
2010-03-26,4.7,3.6,0,0,11.1,1.1,40,50,9.4,14.3,1314,1524
2010-03-27,3.4,0,0,0,6.7,-1.7,40,20,7.6,10.3,1315,1316
2010-03-28,3.6,8.6,0,0,9.4,2.2,150,150,8,13,1316,1156
2010-03-29,2.9,40.1,0,0,11.7,8.9,160,170,7.2,11.2,1317,1082
2010-03-30,4.8,62.2,0,0,10,5,20,30,10.7,16.1,1318,1066
2010-03-31,2.6,0.3,0,0,13.9,7.2,340,330,6.3,8,1319,1324
2010-04-01,2.1,0,0,0,21.1,8.9,50,70,6.3,8.9,1320,1723
2010-04-02,2,0,0,0,20,8.9,170,150,5.8,7.2,1321,1401
2010-04-03,2.2,0,0,0,19.4,8.3,160,150,6.3,8.9,1322,1326
2010-04-04,1.2,0,0,0,24.4,8.3,270,260,4.5,5.8,1323,1172
2010-04-05,2.9,0,0,0,23.9,13.3,150,170,6.7,9.8,1324,1287
2010-04-06,1.8,0,0,0,25.6,14.4,60,110,5.8,6.7,1325,1400
2010-04-07,3.1,0,0,0,33.3,13.3,230,230,8,11.6,1326,1456
2010-04-08,2.8,0,0,0,26.7,17.8,160,170,6.7,10.7,1327,1549
2010-04-09,3.4,7.6,0,0,20,6.7,290,290,7.6,11.6,1328,1534
2010-04-10,4.4,0,0,0,16.7,5.6,300,310,8,13.4,1329,1495
2010-04-11,3,0,0,0,24.4,11.1,30,240,5.8,9.4,1330,1238
2010-04-12,2.4,0,0,0,19.4,11.1,260,260,5.8,7.6,1331,1326
2010-04-13,2.2,0,0,0,13.3,8.3,60,70,5.8,8,1332,1449
2010-04-14,2.3,0,0,0,19.4,7.2,50,60,5.4,7.6,1333,1476
2010-04-15,3,0,0,0,22.8,10,80,60,7.2,9.8,1334,1525
2010-04-16,3.3,7.9,0,0,13.9,7.8,80,140,6.3,8.9,1335,1537
2010-04-17,3,0.3,0,0,12.2,7.8,270,260,6.7,10.3,1336,1443
2010-04-18,3.2,0,0,0,13.9,5.6,300,290,7.2,10.7,1337,1212
2010-04-19,3.1,0,0,0,17.2,7.8,290,290,6.7,9.8,1338,1381
2010-04-20,2.2,0,0,0,21.1,8.3,230,230,5.4,7.2,1339,1603
2010-04-21,3,0.8,0,0,20.6,11.7,190,190,8,13.4,1340,1480
2010-04-22,2.6,0,0,0,22.2,10.6,270,260,6.7,11.6,1341,1546
2010-04-23,2.9,0,0,0,20,6.7,280,280,7.2,10.7,1342,1618
2010-04-24,2.5,0,0,0,20,7.8,230,170,5.8,8.9,1343,1386
2010-04-25,3.1,40.6,0,0,11.1,7.8,40,60,6.7,9.4,1344,1131
2010-04-26,3.6,17.5,0,0,11.7,8.9,60,60,7.6,9.8,1345,1172
2010-04-27,3.3,1.3,0,0,14.4,5,290,290,8.9,13,1346,1435
2010-04-28,4.3,0,0,0,13.3,4.4,300,300,9.4,16.1,1347,1550
2010-04-29,4,0,0,0,20.6,7.2,270,260,9.4,14.8,1348,1478
2010-04-30,2.3,0,0,0,25.6,13.3,220,200,5.4,7.2,1349,1616
2010-05-01,1.8,0,0,0,29.4,17.8,140,170,5.8,8.9,1350,1671
2010-05-02,2.3,0,0,0,31.1,18.9,240,220,5.8,8,1351,1360
2010-05-03,2.2,32.8,0,0,26.7,19.4,270,270,9.4,14.8,1352,1295
2010-05-04,2.3,0,0,0,27.2,16.7,280,280,9.8,13.4,1353,1448
2010-05-05,2.3,0,0,0,26.7,14.4,160,160,6.3,9.8,1354,1589
2010-05-06,3.3,0,0,0,25.6,15,260,290,8.9,13,1355,1559
2010-05-07,2.2,0,0,0,22.8,11.1,160,160,5.4,7.6,1356,1689
2010-05-08,4.5,1,0,0,24.4,9.4,260,280,11.2,17.9,1357,1448
2010-05-09,5.1,0,0,0,11.1,6.7,270,280,11.2,17.9,1358,1172
2010-05-10,3.6,0,0,0,16.1,5,290,310,8,12.5,1359,1365
2010-05-11,1.5,0.8,0,0,13.3,6.1,50,60,6.3,7.6,1360,1404
2010-05-12,3.1,10.9,0,0,8.9,6.7,60,140,5.8,8.9,1361,1440
2010-05-13,2.2,0,0,0,19.4,6.1,220,200,6.3,8.9,1362,1496
2010-05-14,2.9,1,0,0,26.7,12.8,220,190,7.2,9.8,1363,1591
2010-05-15,3.3,0,0,0,22.8,15.6,290,300,7.6,11.6,1364,1482
2010-05-16,1.9,0,0,0,22.2,12.2,50,20,6.3,8.9,1365,1266
2010-05-17,1.3,0,0,0,23.3,12.8,230,240,4.5,7.2,1366,1356
2010-05-18,4,27.7,0,0,16.7,10,40,30,9.4,13.9,1367,1236
2010-05-19,1.7,0,0,0,17.8,10,270,30,5.4,7.6,1368,1428
2010-05-20,1.3,0,0,0,26.1,12.8,240,180,4,7.2,1369,1630
2010-05-21,2.2,0,0,0,29.4,16.1,160,150,4.5,7.2,1370,1681
2010-05-22,2.8,0,0,0,23.3,13.9,130,50,5.4,8.9,1371,1530
2010-05-23,3.6,0,0,0,21.7,14.4,50,70,6.7,8,1372,1250
2010-05-24,2.3,0.8,0,0,22.8,15.6,70,70,6.7,9.8,1373,1362
2010-05-25,1.5,0,0,0,27.8,16.1,180,180,4.5,6.7,1374,1612
2010-05-26,2,0,0,0,33.3,18.3,280,270,4,7.2,1375,1490
2010-05-27,2.6,1.5,0,0,28.3,12.8,60,70,8,12.5,1376,1475
2010-05-28,1.3,0,0,0,21.1,13.3,140,140,4,5.8,1377,1624
2010-05-29,2.5,0,0,0,25,16.1,220,230,5.8,8.9,1378,1461
2010-05-30,2.6,0,0,0,28.9,19.4,260,280,5.8,9.4,1379,1318
2010-05-31,1.7,0,0,0,30,20.6,130,150,6.7,8.9,1380,1236
2010-06-01,2,0,0,0,29.4,18.9,260,280,8.9,11.6,1381,1798
